slug,name,publisher,publisher_id,source_url,regions,communities,start_locality,km,ascent_m,ascent_per_km,length_class,bc_fraction,bc_fraction_source,matched_fraction,bc_match_rate,n_ways,gap_km,gap_cause,drift_km,routed_km,rideable_km,unmatched_km,ferry_km,cross_border_km,unpaved_pct,unpaved_pct_source,rugg_dom,rugg_max,rugg_p75,steep_pct,remote_share,comfort_comfy_pct,comfort_onaxis_km,traffic_floor,fastroad,fast_km,fast_rated,source_difficulty,singletrack_pct,tier,tier_surface_term,tier_climb_term,tier_singletrack_term,tier_remoteness_term,tier_decisive_floor,tier_floor_reason,comfort_label,surface_labels,difficulty_sentence,comfort_km_c1,comfort_km_c2,comfort_km_c3,comfort_km_c4,comfort_km_c5,comfort_km_c6,comfort_km_backcountry,comfort_km_forbidden
gb-2025-rally-day-3-alternative,Rally Day 3 alternative (Victoria),Gravel Buddies,gravel-buddies,https://ridewithgps.com/routes/52200305,Vancouver Island,Beaver Point; Cassidy; Cedar; Fernwood; Fulford Harbour; Gabriola; Ganges; Ladysmith; Nanaimo; North Cowichan; Salt Spring Island,Capital,86.0,767.0,8.9,Full day,1.0,measured,0.8533,0.9819,116,12.66,ferry,0.0,0.0,60.4,1.09,11.3,0.0,19,osm,0,1,0,17,0,56,69.3,,sections,15,TRUE,2,,Ambitious,0,1,0,0,publisher,,Some traffic sharing,Mixed surface; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",10.7,25.8,8.0,7.9,12.1,2.7,2.2,0.0
gb-2025-rally-gabriola-group-ride,Gabriola Group Ride,Gravel Buddies,gravel-buddies,https://ridewithgps.com/routes/51833186,Vancouver Island,Gabriola; Nanaimo,Nanaimo,23.0,324.0,14.1,Afternoon,1.0,measured,0.9687,0.9965,35,0.72,none,0.0,0.0,22.79,0.08,0.11,0.0,69,osm,2,2,2,4,0,72,21.8,,,3,TRUE,0,,Ambitious,1,2,0,0,,,Some traffic sharing,Mostly gravel; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",11.5,1.3,2.7,0.0,3.4,0.0,3.0,0.0
gb-ride-bowen-island-day-trip,Bowen Island Day Trip,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/post/a-day-trip-to-bowen-island,"Vancouver, Coast and Mountains",Bowen Island; West Vancouver,Bowen Island Municipality,28.0,596.0,21.3,Afternoon,1.0,measured,0.9472,0.9617,64,1.46,none,0.0,0.0,27.17,1.04,0.24,0.0,33,osm,0,3,2,9,0,54,24.2,,,0,TRUE,1,,Challenging,1,3,0,0,,,Some traffic sharing,Mixed surface; Chunky gravel; Max climbing,"Difficulty: Challenging, because of punishing climbs + some loose surface.",2.9,3.3,11.2,0.0,0.0,0.0,6.8,0.0
gb-ride-bowen-island-day-trip-shorter,Bowen Island Day Trip (shorter),Gravel Buddies,gravel-buddies,https://ridewithgps.com/routes/55387490,"Vancouver, Coast and Mountains",Bowen Island; West Vancouver,Bowen Island,22.0,485.0,22.0,Afternoon,1.0,measured,0.9489,0.9627,51,1.13,none,0.0,0.0,21.5,0.8,0.24,0.0,37,osm,0,3,2,5,0,57,19.1,,,0,TRUE,0,,Challenging,1,3,0,0,,,Some traffic sharing,Mixed surface; Chunky gravel; Max climbing,"Difficulty: Challenging, because of punishing climbs + some loose surface.",2.9,1.9,8.3,0.0,0.0,0.0,6.0,0.0
gb-ride-capilano-salmon-run,Capilano Salmon Run,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/post/salmon-run-on-north-shore,"Vancouver, Coast and Mountains",North Vancouver; Vancouver; West Vancouver,West Vancouver,20.0,396.0,19.8,Afternoon,1.0,measured,0.913,1.0,86,1.72,none,0.0,0.0,18.14,0.0,0.0,0.0,26,osm,0,2,1,10,0,76,15.2,,,0,TRUE,0,,Ambitious,0,2,0,0,,,Low-traffic riding,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",4.7,4.8,3.1,0.3,0.0,0.2,2.1,0.0
gb-ride-deep-cove-ramble,Deep Cove Ramble,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/post/deep-cove-ramble,"Vancouver, Coast and Mountains",Burnaby; North Vancouver; Port Moody; Vancouver,North Vancouver,27.0,411.0,15.2,Afternoon,1.0,measured,0.9238,0.992,112,2.08,none,0.17,0.0,14.83,0.12,0.0,0.0,31,osm,0,2,1,5,0,86,21.8,,,0,TRUE,0,,Ambitious,0,2,0,0,,,Low-traffic riding,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",9.4,6.1,2.7,0.2,0.2,0.0,3.1,0.0
gb-ride-lakes-and-rivers,Lakes and Rivers,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/post/lakes-and-rivers-ride,"Vancouver, Coast and Mountains",Burnaby; Coquitlam; Delta; New Westminster; North Vancouver; Port Moody; Richmond; Surrey; Vancouver,Vancouver,50.0,306.0,6.1,Full day,1.0,measured,0.9359,0.9938,169,3.22,none,0.02,0.0,49.81,0.31,0.46,0.0,28,osm,0,2,1,1,0,95,39.6,,,0,TRUE,1,,Moderate,0,1,0,0,,,Low-traffic riding,Mixed surface; Some climbing,"Difficulty: Moderate, because of some climbing.",33.4,2.0,2.2,0.0,0.0,0.0,2.0,0.0
gb-ride-north-shore-through-stanley-park,North Shore through Stanley Park,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/post/stanley-park-and-north-shore-gravel-combo,"Vancouver, Coast and Mountains",North Vancouver; Vancouver; West Vancouver,Vancouver,37.0,684.0,18.5,Full day,1.0,measured,0.9382,0.9625,119,2.26,none,0.0,0.0,26.18,0.98,0.51,0.0,40,osm,0,2,1,14,0,80,29.7,,,0,TRUE,1,,Ambitious,0,2,0,0,,,Low-traffic riding,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",17.1,5.2,5.2,0.7,0.0,0.0,1.5,0.0
gb-ride-north-van-sampler,North Van Sampler,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/post/north-van-sampler,"Vancouver, Coast and Mountains",Burnaby; North Vancouver; Port Moody; Vancouver; West Vancouver,Vancouver,56.0,1032.0,18.4,Full day,1.0,measured,0.9313,0.9524,189,3.85,none,0.0,0.0,42.38,2.02,0.84,0.0,31,osm,0,2,1,17,0,88,43.9,,,0,TRUE,2,,Ambitious,0,2,0,0,,,Low-traffic riding,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",22.9,10.0,5.0,0.0,0.3,0.0,5.7,0.0
gb-ride-north-van-shakedown,North Van Shakedown,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/post/north-van-shakedown,"Vancouver, Coast and Mountains",Burnaby; North Vancouver; Vancouver; West Vancouver,West Vancouver,33.0,566.0,17.2,Full day,1.0,measured,0.9243,0.9733,127,2.5,none,0.0,0.0,28.8,0.77,0.0,0.0,54,osm,0,2,2,16,0,96,26.3,,,0,TRUE,1,,Ambitious,1,2,0,0,,,Low-traffic riding,Mostly gravel; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",10.7,9.0,0.9,0.0,0.2,0.0,5.4,0.0
gb-ride-upper-north-van,Upper North Van,Gravel Buddies,gravel-buddies,https://ridewithgps.com/routes/45718166,"Vancouver, Coast and Mountains",Burnaby; North Vancouver; Vancouver; West Vancouver,West Vancouver,28.0,340.0,12.1,Afternoon,1.0,measured,0.9133,0.9462,119,2.42,none,0.01,0.0,14.08,0.76,0.0,0.0,36,osm,0,2,1,12,0,98,20.7,,,0,TRUE,0,,Ambitious,0,2,0,0,,,Low-traffic riding,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",13.7,4.5,0.1,0.4,0.0,0.0,2.1,0.0
gb-trip-cowichan-valley-stoltz-pool-to-nanaimo,Cowichan Valley: Stoltz Pool to Nanaimo,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/trips/cowichan-valley-bikepacking,Vancouver Island,Cassidy; Cedar; Duncan; Ladysmith; Nanaimo; North Cowichan,Area F (Cowichan Lake South / Skutz Fall,78.0,417.0,5.3,Full day,1.0,measured,0.9716,0.9838,110,2.22,none,0.0,0.0,62.14,1.01,0.32,0.0,20,osm,0,1,0,11,0,38,74.6,,sections,18,TRUE,1,,Moderate,0,1,0,0,,,Shares roads with traffic,Mixed surface; Gentle grades,"Difficulty: Moderate, because of some climbing.",19.0,8.8,19.7,8.9,14.8,3.1,0.2,0.0
gb-trip-cowichan-valley-swartz-bay-to-stoltz-pool,Cowichan Valley: Swartz Bay to Stoltz Pool,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/trips/cowichan-valley-bikepacking,Vancouver Island,Central Saanich; Cobble Hill; Duncan; Mill Bay; North Cowichan; North Saanich; Saanich; Shawnigan Lake; Sidney,North Saanich,83.0,564.0,6.8,Full day,1.0,measured,0.9065,0.9984,97,7.73,none,0.0,0.0,73.5,0.12,5.99,0.0,46,osm,0,2,1,6,0,58,72.7,,,8,TRUE,2,,Ambitious,0,1,0,0,publisher,,Some traffic sharing,Mixed surface; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",30.7,11.1,12.1,10.9,7.8,0.0,0.0,0.0
gb-trip-gabriola,Gabriola,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/trips/gabriola-island,Vancouver Island,Cedar; Gabriola; Nanaimo,Nanaimo,44.0,596.0,13.5,Full day,1.0,measured,0.9651,0.994,66,1.54,none,0.0,0.0,43.15,0.26,0.0,0.0,55,osm,2,2,2,4,0,68,39.9,,,4,TRUE,1,,Ambitious,1,2,0,0,,,Some traffic sharing,Mostly gravel; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",14.0,7.4,8.8,0.0,3.9,0.0,5.9,0.0
gb-trip-golden-ears-overnighter-out-and-back,Golden Ears Overnighter (out and back),Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/trips/golden-ears-overnighter,"Vancouver, Coast and Mountains",Burnaby; Coquitlam; Langley; Maple Ridge; Mission; Pitt Meadows; Port Coquitlam; Port Moody; Surrey,Port Moody,105.0,735.0,7.0,Weekend or more,1.0,measured,0.9597,0.9929,125,4.22,none,0.08,0.0,104.79,0.74,0.0,0.0,62,osm,2,2,1,2,0,78,88.9,,,0,TRUE,2,,Ambitious,0,1,0,0,publisher,,Low-traffic riding,Mostly gravel; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",62.4,2.5,2.6,16.4,0.2,0.0,4.8,0.0
gb-trip-s2s-squamish-whistler-out-and-back,Squamish-Whistler (out and back),Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/trips/sea-to-sky---squamish-to-whistler,"Vancouver, Coast and Mountains",Squamish; Swift; Whistler,Squamish,96.0,1622.0,16.9,Weekend or more,1.0,measured,0.9768,0.9933,77,2.24,none,0.0,0.0,96.16,0.65,0.0,0.0,56,osm,2,3,2,13,0,75,93.7,,sections,16,TRUE,2,,Ambitious,1,2,0,0,,,Low-traffic riding,Mostly gravel; Chunky gravel; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",27.4,21.8,3.7,3.7,0.0,15.9,21.1,0.0
gb-trip-sooke-potholes-out-and-back,Sooke Potholes (out and back),Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/trips/sooke-potholes,Vancouver Island,Central Saanich; Colwood; Esquimalt; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal,North Saanich,158.0,822.0,5.2,Weekend or more,1.0,measured,0.9649,0.985,146,5.56,none,0.04,0.0,158.08,2.38,0.33,0.0,60,osm,1,1,1,1,0,88,145.4,,,0,TRUE,2,,Ambitious,0,0,0,0,publisher,,Low-traffic riding,Mostly gravel; Gentle grades,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum.",115.7,11.7,11.2,6.7,0.2,0.0,0.0,0.3
gb-trip-sunshine-coast-overnighter,Sunshine Coast Overnighter,Gravel Buddies,gravel-buddies,https://www.gravelbuddies.ca/trips/sunshine-coast-gravel,"Vancouver, Coast and Mountains",Gibsons; Roberts Creek; Sechelt,Langdale,67.0,1098.0,16.4,Full day,1.0,measured,0.9656,0.978,68,2.3,none,0.0,0.0,63.6,1.4,0.12,0.0,17,osm,0,0,0,22,0,34,62.4,,sections,7,TRUE,2,,Ambitious,0,2,0,0,,,Shares roads with traffic,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing.",3.6,12.5,29.2,5.2,0.4,6.4,5.0,0.0
glen-valley-glide,Glen Valley Glide,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Abbotsford; Fort Langley; Langley; Maple Ridge; Mission,Langley (District),42.0,243.0,5.8,Full day,1.0,measured,0.9761,0.9954,47,1.0,none,0.0,0.0,41.82,0.19,0.0,0.0,0,osm,0,0,0,16,0,25,40.8,,,6,TRUE,0,,Moderate,0,1,0,0,,,Shares roads with traffic,Mostly paved; Gentle grades,"Difficulty: Moderate, because of some climbing.",0.6,9.7,21.5,3.2,5.7,0.0,0.0,0.0
golden-dreams-loop-whistler-valley-trail,Golden Dreams Loop - Whistler Valley Trail,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Whistler,Whistler,15.0,95.0,6.3,Afternoon,1.0,measured,0.9657,0.9869,31,0.52,none,0.0,0.0,15.16,0.2,0.0,0.0,0,osm,0,0,0,4,0,95,14.4,,,0,TRUE,0,,Moderate,0,1,0,0,,,Low-traffic riding,Mostly paved; Some climbing,"Difficulty: Moderate, because of some climbing.",12.9,0.6,0.0,0.7,0.0,0.0,0.2,0.0
golden-ears-hundo,Golden Ears Hundo,Love Machine,love-machine,https://www.lovemachinecycling.ca/routes/goldenearshundred,"Vancouver, Coast and Mountains",,,101.0,785.0,7.8,Weekend or more,1.0,measured,0.9644,0.9807,121,3.58,none,0.18,0.0,100.65,1.94,0.0,0.0,74,osm,2,2,1,2,0,92,75.3,,,0,TRUE,,,Moderate,0,1,0,0,,,Low-traffic riding,Mostly gravel; Some climbing,"Difficulty: Moderate, because of some climbing.",61.7,5.7,1.9,3.7,0.2,0.0,2.1,0.0
goldriver2,Gold River 2,Cross Canada Cycle Tour Society,cross-canada-cycle-tour-society,https://ridewithgps.com/routes/36591822,Vancouver Island,Gold River,Area D (Oyster Bay/Buttle Lake),109.0,1421.0,13.0,Weekend or more,1.0,measured,0.9904,0.9976,27,1.04,none,0.0,0.0,107.58,0.25,0.11,0.0,0,osm,0,0,0,6,28,0,107.9,2,mostly,101,TRUE,2,,Ambitious,0,2,0,0,,,Shares roads with traffic,Mostly paved; Lots of climbing; Remote stretches,"Difficulty: Ambitious, because of lots of climbing.",0.0,0.0,5.2,1.3,0.0,101.4,0.0,0.0
goose-mcconnell-goodness-w-katie,Goose / McConnell Goodness w/ Katie,Bike Gear Database,bike-gear-database,https://ridewithgps.com/routes/52102373,Thompson Okanagan,Kamloops,Thompson-Nicola,48.0,756.0,15.8,Full day,1.0,measured,0.9986,0.9992,7,0.07,none,0.04,0.0,48.47,0.04,0.0,0.0,72,osm,2,2,2,60,0,98,48.4,,,1,TRUE,1,,Challenging,1,3,0,0,,,Low-traffic riding,Mostly gravel; Lots of climbing,"Difficulty: Challenging, because of punishing climbs + some loose surface.",0.0,47.3,0.0,0.0,0.0,1.1,0.0,0.0
gordon-river-tall-trees,Gordon River & Tall Trees,Bike Gear Database,bike-gear-database,https://www.bikegeardatabase.com/routes/gordon-river-tall-trees,Vancouver Island,Lake Cowichan; Port Renfrew,Lake Cowichan,123.0,3217.0,26.2,Weekend or more,1.0,measured,0.987,0.9987,63,1.59,none,0.54,3.94,122.77,0.16,0.0,0.0,42,osm,0,2,2,12,34,5,120.5,,sections,59,TRUE,2,,Challenging,1,3,0,0,,,Shares roads with traffic,Mixed surface; Max climbing; Remote stretches,"Difficulty: Challenging, because of punishing climbs + some loose surface.",1.1,4.4,53.4,2.1,42.1,17.1,0.3,0.0
gravel-guide-vancouver-seymour-valley-loop,Gravel Guide Vancouver: Seymour Valley Loop,Bike Gear Database,bike-gear-database,https://www.bikegeardatabase.com/routes/seymour-valley-vancouver,"Vancouver, Coast and Mountains",Burnaby; North Vancouver; Vancouver; West Vancouver,Vancouver,69.0,1234.0,17.9,Full day,1.0,measured,0.9462,0.9761,193,3.73,none,0.0,0.0,63.82,1.53,0.37,0.0,43,osm,0,2,2,10,0,86,51.5,,,0,TRUE,2,,Ambitious,1,2,0,0,,,Low-traffic riding,Mixed surface; Lots of climbing,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",27.0,7.9,5.6,1.4,0.0,0.0,9.6,0.2
gravel-loop-comox-valley,Gravel Loop Comox Valley,Bike Gear Database,bike-gear-database,https://ridewithgps.com/routes/51269937,Vancouver Island,Comox; Courtenay; Cumberland; Grantham; Lazo; Little River; Royston,Courtenay,64.0,603.0,9.4,Full day,1.0,measured,0.9608,0.9819,114,2.52,none,0.12,0.26,52.79,0.95,0.0,0.0,19,osm,0,2,1,3,0,65,57.0,,sections,8,TRUE,1,,Moderate,0,1,0,0,,,Some traffic sharing,Mixed surface; Some climbing,"Difficulty: Moderate, because of some climbing.",5.3,21.3,8.6,3.7,2.5,5.1,10.5,0.2
gray-creek-bypass,BT700 Gray Creek Bypass,BT 700 Bikepacking,bt-700-bikepacking,http://www.bt700.ca/biggriz.html,Kootenay Rockies,Cranbrook; Creston,Central Kootenay,174.0,1991.0,11.4,Weekend or more,1.0,measured,0.9857,0.9946,112,2.49,none,0.13,0.0,173.85,0.95,0.0,0.0,6,osm,0,0,0,8,18,21,171.4,2,mostly,134,TRUE,2,,Ambitious,0,1,0,0,publisher,,Shares roads with traffic,Mostly paved; Some climbing,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum, plus some climbing.",3.0,33.5,1.2,0.2,63.8,69.7,0.0,0.0
great-blue-heron-way,Great Blue Heron Way,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Beach Grove; Delta; Richmond; Tsawwassen,Greater Vancouver,8.0,,,Afternoon,1.0,measured,0.965,0.9796,13,0.28,none,0.0,0.0,7.87,0.16,0.0,0.0,71,osm,2,2,1,0,0,99,7.6,,,0,TRUE,0,,Easy,0,0,0,0,,,Low-traffic riding,Mostly gravel,Difficulty: Easy — no major climbing or rough surface.,5.1,1.8,0.0,0.1,0.0,0.0,0.7,0.0
great-divide-mountain-biking-route-gdmbr-official-route,Great Divide Mountain Bike Route (BC Only),Adventure Cycling Association,adventure-cycling-association,https://www.adventurecycling.org/routes-and-maps/adventure-cycling-route-network/great-divide-mountain-bike-route/,Kootenay Rockies,Elkford; Sparwood,Banff,307.0,3108.0,10.1,Expedition,1.0,measured,0.9907,0.9933,114,2.84,none,0.14,2.37,306.66,2.04,0.0,0.0,76,osm,2,2,2,27,68,43,302.2,,sections,52,TRUE,,,Challenging,1,2,0,2,,,Shares roads with traffic,Mostly gravel; Some climbing; Remote stretches,"Difficulty: Challenging, because of lots of climbing + long stretches far from services.",4.2,126.6,119.2,0.2,2.5,49.2,0.2,0.0
great-parks-north-geno,Great Parks North (BC Only),Adventure Cycling Association,adventure-cycling-association,https://www.adventurecycling.org/routes-and-maps/adventure-cycling-route-network/great-parks/,Kootenay Rockies,Canal Flats; Cokato; Copper Creek; Fairmont Hot Springs; Fernie; Fort Steele; Invermere; Radium Hot Springs; Sparwood; Vermilion Crossing; Windermere,Jasper,373.0,3252.0,8.7,Expedition,1.0,measured,0.9914,0.9976,146,3.19,none,0.22,0.79,373.34,0.9,0.0,0.0,1,osm,0,0,0,11,27,3,369.2,4,mostly,355,TRUE,,,Challenging,0,1,0,0,traffic,,Shares roads with traffic,Mostly paved; Some climbing; Remote stretches,"Difficulty: Challenging, because of a lot of riding on busier roads, plus some climbing.",4.7,3.3,1.6,3.0,123.1,232.0,1.4,0.0
green-necklace,Green Necklace,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Burnaby; North Vancouver; Vancouver; West Vancouver,North Vancouver,7.0,147.0,21.0,Afternoon,1.0,measured,0.9384,0.9908,28,0.42,none,0.0,0.0,5.43,0.05,0.0,0.0,0,osm,0,0,0,4,0,83,6.4,,,0,TRUE,0,,Ambitious,0,3,0,0,,,Low-traffic riding,Mostly paved; Max climbing,"Difficulty: Ambitious, because of punishing climbs.",3.6,1.7,1.1,0.0,0.0,0.0,0.0,0.0
green-timbers-park-greenway,Green Timbers Park + Greenway,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Coquitlam; Delta; Langley; Pitt Meadows; Port Coquitlam; Surrey,Surrey,11.0,66.0,6.0,Afternoon,1.0,measured,0.9556,0.9827,27,0.49,none,0.0,0.0,10.94,0.19,0.0,0.0,9,osm,0,0,0,7,0,100,10.3,,,0,TRUE,0,,Moderate,0,1,0,0,,,Low-traffic riding,Mostly paved; Some climbing,"Difficulty: Moderate, because of some climbing.",9.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0
haida-gwaii-magic-mystery-and-mayhem,"Haida Gwaii: Magic, Mystery and Mayhem",Bike Gear Database,bike-gear-database,https://www.bikegeardatabase.com/stories/bikepacking-haida-gwaii,Northern British Columbia,Daajing Giids; Masset; Sandspit; Skidegate; Tlell,Haida Gwaii,510.0,5573.0,10.9,Expedition,1.0,measured,0.9665,0.996,197,17.07,none,0.0,0.0,402.44,1.6,10.48,0.0,35,osm,0,2,2,8,39,37,484.4,4,sections,235,TRUE,,,Challenging,1,1,0,0,traffic,,Shares roads with traffic,Mixed surface; Some climbing; Remote stretches,"Difficulty: Challenging, because of a lot of riding on busier roads, plus some loose surface.",4.1,159.7,70.3,0.0,32.8,202.6,15.0,0.0
harbour-loop,Harbour Loop,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Burnaby; North Vancouver; Vancouver; West Vancouver,Vancouver,30.0,,,Full day,1.0,measured,0.9283,0.9945,112,2.16,none,0.14,0.0,14.76,0.08,0.94,0.0,4,osm,0,0,0,0,0,99,21.4,,,0,TRUE,2,,Ambitious,0,0,0,0,publisher,,Low-traffic riding,Mostly paved,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum.",18.0,3.3,0.2,0.0,0.0,0.0,0.0,0.0
iona-jetty,Iona Jetty,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-around-vancouver/,"Vancouver, Coast and Mountains",Richmond; Vancouver,Richmond,26.0,5.0,0.2,Afternoon,1.0,measured,0.9769,0.9836,25,0.59,none,0.0,0.0,5.74,0.09,0.0,0.0,63,osm,2,2,1,0,0,90,21.2,,,0,TRUE,0,,Easy,0,0,0,0,,,Low-traffic riding,Mostly gravel; Gentle grades,Difficulty: Easy — no major climbing or rough surface.,18.1,0.9,2.2,0.0,0.0,0.0,0.0,0.0
isl-10,Pacific Spirit Loop,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Colwood; Esquimalt; Lake Cowichan; Langford; Metchosin; Oak Bay; Port Renfrew; River Jordan; Saanich; Sooke; Victoria; View Royal,,235.0,,,Weekend or more,1.0,publisher scope,0.9774,0.9877,262,5.43,none,0.0,0.0,235.62,2.9,1.22,0.0,30,osm,0,2,1,19,28,39,229.2,2,sections,101,TRUE,,,Ambitious,0,1,0,0,traffic,,Shares roads with traffic,Mixed surface; Remote stretches,"Difficulty: Ambitious, because of a lot of riding on busier roads, plus some climbing.",49.0,24.2,28.6,10.7,43.6,57.7,15.4,0.0
isl-11,Salish Sea Trail,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Central Saanich; Colwood; Esquimalt; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal,,175.0,,,Weekend or more,1.0,publisher scope,0.9633,0.9835,344,7.05,none,0.0,0.0,190.77,3.16,1.22,0.0,34,osm,0,2,1,17,0,73,173.7,,,2,TRUE,,,Moderate,0,1,0,0,,,Some traffic sharing,Mixed surface,"Difficulty: Moderate, because of some climbing.",64.9,50.0,35.5,9.7,2.2,0.0,11.5,0.0
isl-12,Salt Spring Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Beaver Point; Fernwood; Fulford Harbour; Ganges; North Cowichan; Salt Spring Island,,50.0,,,Full day,1.0,publisher scope,0.9788,0.9997,45,1.14,none,0.0,0.0,51.33,0.01,0.31,0.0,3,osm,0,0,0,39,0,55,51.4,,sections,11,TRUE,,,Ambitious,0,2,0,0,,,Some traffic sharing,Mostly paved,"Difficulty: Ambitious, because of lots of climbing.",0.4,27.8,10.6,1.1,7.1,4.3,0.2,0.0
isl-13,Pender Islands,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Beaver Point; Ganges; Mayne Island; North Cowichan; Pender Island; Salt Spring Island; Saturna,,25.0,,,Afternoon,1.0,publisher scope,0.7886,0.9929,82,14.24,ferry,0.0,0.0,52.31,0.37,12.8,0.0,2,osm,0,0,0,12,0,36,51.2,,sections,4,TRUE,1,,Moderate,0,1,0,0,,,Shares roads with traffic,Mostly paved,"Difficulty: Moderate, because of some climbing.",0.0,18.2,29.3,0.0,0.0,3.8,0.0,0.0
isl-14,Mayne Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Galiano; Galiano Island; Mayne Island,,25.0,,,Afternoon,1.0,publisher scope,0.9743,,21,0.51,none,0.0,0.0,0.0,0.0,0.18,0.0,13,osm,0,2,0,14,0,31,18.8,,,0,TRUE,,,Moderate,0,1,0,0,,,Shares roads with traffic,Mostly paved,"Difficulty: Moderate, because of some climbing.",2.2,3.4,13.0,0.0,0.0,0.0,0.3,0.0
isl-15,Saturna Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Saturna,,50.0,,,Full day,1.0,publisher scope,0.9788,0.9918,26,0.53,none,0.0,0.0,24.44,0.2,0.12,0.0,19,osm,0,2,0,25,0,45,24.2,,,0,TRUE,1,,Ambitious,0,2,0,0,,,Some traffic sharing,Mixed surface,"Difficulty: Ambitious, because of lots of climbing.",1.0,10.0,13.3,0.0,0.0,0.0,0.0,0.0
isl-16,Galiano Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Fernwood; Galiano; Galiano Island; Mayne Island; North Galiano,,42.0,,,Full day,1.0,publisher scope,0.9773,0.9957,44,0.91,none,0.0,0.0,32.59,0.14,0.0,0.0,5,osm,0,0,0,37,0,14,35.6,,,0,TRUE,,,Ambitious,0,2,0,0,,,Shares roads with traffic,Mostly paved,"Difficulty: Ambitious, because of lots of climbing.",0.1,4.5,30.8,0.0,0.0,0.0,0.2,0.0
